sentimento;palabra
enfado;homicidio involuntario
desagrado;homicidio involuntario
miedo;homicidio involuntario
negativo;homicidio involuntario
tristeza;homicidio involuntario
sorpresa;homicidio involuntario
confianza;manual
positivo;fabricante
desagrado;estiércol
negativo;estiércol
negativo;mar
positivo;marzo
negativo;margen
tristeza;margen
confianza;marina
positivo;marcado
positivo;comerciable
negativo;granate
positivo;marqués
anticipacion;matrimonio
alegria;matrimonio
positivo;matrimonio
confianza;matrimonio
alegria;médula
positivo;médula
confianza;médula
anticipacion;casar
miedo;casar
alegria;casar
positivo;casar
sorpresa;casar
confianza;casar
positivo;mariscal
confianza;mariscal
enfado;marcial
negativo;martingala
miedo;mártir
negativo;mártir
tristeza;mártir
miedo;martirio
negativo;martirio
tristeza;martirio
positivo;maravilla
sorpresa;maravilla
alegria;maravilloso
positivo;maravilloso
alegria;maravillosamente
positivo;maravillosamente
positivo;masculino
enfado;masoquismo
desagrado;masoquismo
miedo;masoquismo
negativo;masoquismo
enfado;masacre
desagrado;masacre
miedo;masacre
negativo;masacre
tristeza;masacre
alegria;masaje
positivo;masaje
positivo;Maestro
alegria;obra maestra
positivo;obra maestra
enfado;maestría
alegria;maestría
positivo;maestría
confianza;maestría
anticipacion;casamentero
positivo;compañero
confianza;compañero
negativo;materialismo
desagrado;materialista
negativo;materialista
anticipacion;materno
negativo;materno
positivo;materno
confianza;matemático
anticipacion;matrimonio
alegria;matrimonio
positivo;matrimonio
confianza;matrimonio
positivo;matrona
confianza;matrona
tristeza;mausoleo
confianza;máxima
positivo;máximo
positivo;alcalde
positivo;prado
negativo;serpenteante
negativo;sin sentido
tristeza;sin sentido
desagrado;sarampión
miedo;sarampión
negativo;sarampión
tristeza;sarampión
confianza;medida
positivo;Medido
confianza;Medido
anticipacion;medalla
alegria;medalla
positivo;medalla
sorpresa;medalla
confianza;medalla
enfado;entrometerse
negativo;entrometerse
anticipacion;mediar
positivo;mediar
confianza;mediar
positivo;mediación
anticipacion;mediador
positivo;mediador
confianza;mediador
anticipacion;médico
miedo;médico
positivo;médico
confianza;médico
negativo;mediocre
negativo;mediocridad
anticipacion;meditar
alegria;meditar
positivo;meditar
confianza;meditar
positivo;Mediterráneo
positivo;popurrí
tristeza;manso
negativo;melancólico
tristeza;melancólico
negativo;melancolía
tristeza;melancolía
miedo;pelea confusa
negativo;pelea confusa
enfado;melodrama
negativo;melodrama
tristeza;melodrama
negativo;fusión de un reactor
tristeza;fusión de un reactor
positivo;recuerdo
alegria;memorable
positivo;memorable
sorpresa;memorable
confianza;memorable
tristeza;memoriales
enfado;amenaza
miedo;amenaza
negativo;amenaza
enfado;amenazador
miedo;amenazador
negativo;amenazador
positivo;ropa de repaso
negativo;servil
positivo;menstruo
positivo;mentor
confianza;mentor
miedo;mercenario
negativo;mercenario
confianza;comerciante
positivo;misericordioso
miedo;despiadado
negativo;despiadado
positivo;misericordia
anticipacion;unir
positivo;unir
positivo;mérito
confianza;mérito
alegria;meritorio
positivo;meritorio
confianza;meritorio
alegria;alegría
positivo;alegría
sorpresa;alegría
alegria;alegre
positivo;alegre
desagrado;lío
negativo;lío
confianza;Mensajero
desagrado;sucio
negativo;sucio
negativo;metástasis
negativo;metanol
positivo;metropolitano
positivo;brío
confianza;microscopio
positivo;microscopía
anticipacion;Partera
alegria;Partera
negativo;Partera
positivo;Partera
confianza;Partera
positivo;partería
enfado;poderoso
miedo;poderoso
alegria;poderoso
positivo;poderoso
confianza;poderoso
desagrado;moho
negativo;moho
miedo;militar
enfado;milicia
miedo;milicia
negativo;milicia
tristeza;milicia
anticipacion;molino
positivo;mímica
negativo;mimetismo
sorpresa;mimetismo
positivo;consciente de
positivo;atención plena
negativo;minimizar
negativo;mínimo
alegria;ministerio
positivo;ministerio
confianza;ministerio
negativo;minoría
anticipacion;milagro
alegria;milagro
positivo;milagro
sorpresa;milagro
confianza;milagro
alegria;milagroso
positivo;milagroso
sorpresa;milagroso
desagrado;fango
negativo;fango
alegria;alegría
positivo;alegría
enfado;mal comportamiento
desagrado;mal comportamiento
negativo;mal comportamiento
sorpresa;mal comportamiento
miedo;aborto espontáneo
negativo;aborto espontáneo
tristeza;aborto espontáneo
negativo;travesura
negativo;dañoso
enfado;Idea equivocada
desagrado;Idea equivocada
miedo;Idea equivocada
negativo;Idea equivocada
desagrado;mala conducta
negativo;mala conducta
enfado;miserable
desagrado;miserable
negativo;miserable
tristeza;miserable
negativo;tristemente
tristeza;tristemente
enfado;miseria
desagrado;miseria
miedo;miseria
negativo;miseria
tristeza;miseria
miedo;desgracia
negativo;desgracia
tristeza;desgracia
desagrado;equivocado
negativo;equivocado
desagrado;percance
miedo;percance
negativo;percance
tristeza;percance
sorpresa;percance
negativo;mala interpretación
enfado;engañar
miedo;engañar
negativo;engañar
confianza;engañar
enfado;engañoso
desagrado;engañoso
negativo;engañoso
negativo;mala administración
negativo;discordancia
negativo;nombre equivocado
enfado;perder
desagrado;perder
negativo;perder
negativo;fuera de lugar
negativo;falsificar
negativo;tergiversación
tristeza;tergiversación
enfado;tergiversado
negativo;tergiversado
miedo;misil
miedo;desaparecido
negativo;desaparecido
tristeza;desaparecido
positivo;misionero
enfado;declaración errónea
desagrado;declaración errónea
negativo;declaración errónea
negativo;Error
tristeza;Error
miedo;equivocado
negativo;equivocado
enfado;amante
desagrado;amante
negativo;amante
desagrado;desconfianza
miedo;desconfianza
negativo;desconfianza
negativo;entender mal
enfado;malentendido
negativo;malentendido
tristeza;malentendido
negativo;mal uso
desagrado;Pizca
negativo;Pizca
miedo;gemido
tristeza;gemido
confianza;foso
enfado;multitud
miedo;multitud
negativo;multitud
anticipacion;móvil
desagrado;mofa
negativo;mofa
enfado;burlón
desagrado;burlón
negativo;burlón
tristeza;burlón
positivo;modelo
positivo;moderar
positivo;moderador
confianza;moderador
positivo;modesto
confianza;modesto
positivo;modestia
sorpresa;modificar
enfado;acoso
desagrado;acoso
miedo;acoso
negativo;acoso
tristeza;acoso
anticipacion;impulso
positivo;impulso
anticipacion;monetario
positivo;monetario
enfado;dinero
anticipacion;dinero
alegria;dinero
positivo;dinero
sorpresa;dinero
confianza;dinero
positivo;monje
confianza;monje
desagrado;monocromo
negativo;monocromo
confianza;monogamia
negativo;monopolista
negativo;monzón
tristeza;monzón
miedo;monstruo
negativo;monstruo
enfado;monstruosidad
desagrado;monstruosidad
miedo;monstruosidad
negativo;monstruosidad
sorpresa;monstruosidad
positivo;Monumento
enfado;temperamental
negativo;temperamental
tristeza;temperamental
confianza;amarras
negativo;discutible
enfado;moral
positivo;moral
confianza;moral
positivo;moralidad
confianza;moralidad
enfado;moralidad
anticipacion;moralidad
desagrado;moralidad
alegria;moralidad
positivo;moralidad
sorpresa;moralidad
confianza;moralidad
negativo;mórbido
tristeza;mórbido
enfado;morbosidad
desagrado;morbosidad
miedo;morbosidad
negativo;morbosidad
tristeza;morbosidad
desagrado;morgue
miedo;morgue
negativo;morgue
tristeza;morgue
negativo;moribundo
tristeza;moribundo
anticipacion;alborada
negativo;idiota
negativo;imbécil
anticipacion;día siguiente
negativo;bocado
negativo;mortal
enfado;mortalidad
miedo;mortalidad
negativo;mortalidad
tristeza;mortalidad
positivo;mortero
miedo;hipoteca
confianza;acreedor hipotecario
miedo;deudor hipotecario
anticipacion;mortificación
desagrado;mortificación
miedo;mortificación
negativo;mortificación
tristeza;mortificación
miedo;mortuorio
negativo;mortuorio
tristeza;mortuorio
enfado;mezquita
enfado;mosquito
desagrado;mosquito
negativo;mosquito
anticipacion;madre
alegria;madre
negativo;madre
positivo;madre
tristeza;madre
confianza;madre
alegria;maternidad
positivo;maternidad
confianza;maternidad
anticipacion;movimiento
positivo;motivo
anticipacion;montaña
negativo;llorar
tristeza;llorar
enfado;triste
miedo;triste
negativo;triste
tristeza;triste
negativo;luto
tristeza;luto
sorpresa;boca
desagrado;bocado
positivo;móvil
positivo;agente de mudanzas
desagrado;estiércol
negativo;estiércol
desagrado;mucoso
desagrado;moco
negativo;barro
negativo;confusión
negativo;confundido
desagrado;lodoso
negativo;lodoso
enfado;manguito
desagrado;manguito
negativo;manguito
enfado;jarra
miedo;jarra
negativo;jarra
positivo;jarra
tristeza;jarra
enfado;mula
negativo;mula
confianza;mula
miedo;mamá
negativo;mamá
negativo;mascullar
negativo;paperas
enfado;asesinato
desagrado;asesinato
miedo;asesinato
negativo;asesinato
tristeza;asesinato
sorpresa;asesinato
enfado;asesino
desagrado;asesino
miedo;asesino
negativo;asesino
tristeza;asesino
enfado;asesino
desagrado;asesino
miedo;asesino
negativo;asesino
tristeza;asesino
sorpresa;asesino
desagrado;turbio
negativo;turbio
tristeza;turbio
positivo;muscular
alegria;música
positivo;música
tristeza;música
enfado;musical
anticipacion;musical
alegria;musical
positivo;musical
tristeza;musical
sorpresa;musical
confianza;musical
miedo;mosquete
negativo;chafar
desagrado;rancio
negativo;rancio
anticipacion;mudable
positivo;mudable
negativo;mutante
desagrado;mutilado
negativo;mutilado
enfado;mutilación
desagrado;mutilación
miedo;mutilación
negativo;mutilación
tristeza;mutilación
enfado;motín
desagrado;motín
miedo;motín
negativo;motín
sorpresa;motín
enfado;murmurar
negativo;murmurar
positivo;mutuo
miedo;bozal
negativo;bozal
enfado;miopía
negativo;miopía
tristeza;miopía
anticipacion;misterioso
miedo;misterioso
sorpresa;misterioso
anticipacion;misterio
sorpresa;misterio
sorpresa;místico
negativo;coger
sorpresa;coger
negativo;nadir
enfado;rocín
negativo;rocín
negativo;ingenuo
desagrado;sin nombre
negativo;sin nombre
alegria;siesta
positivo;siesta
tristeza;servilleta
desagrado;pañal
negativo;pañal
negativo;narcótico
anticipacion;naciente
enfado;asqueroso
desagrado;asqueroso
miedo;asqueroso
negativo;asqueroso
tristeza;asqueroso
confianza;nación
positivo;naturalista
negativo;travieso
desagrado;náusea
negativo;náusea
desagrado;nauseabundo
negativo;nauseabundo
tristeza;nauseabundo
anticipacion;navegable
positivo;navegable
anticipacion;navegador
confianza;navegador
negativo;no
positivo;pulcramente
tristeza;necesidad
positivo;néctar
negativo;necesario
positivo;aguja
negativo;necesitado
desagrado;vil
miedo;vil
negativo;vil
tristeza;vil
sorpresa;vil
enfado;negación
negativo;negación
negativo;negativo
tristeza;negativo
negativo;negligencia
enfado;descuidado
desagrado;descuidado
negativo;descuidado
tristeza;descuidado
negativo;descuidar
negativo;negligencia
negativo;negligente
negativo;negligentemente
positivo;negociar
confianza;negociar
positivo;negociador
negativo;negro
tristeza;negro
anticipacion;vecino
positivo;vecino
confianza;vecino
anticipacion;barrio
enfado;nepotismo
desagrado;nepotismo
negativo;nepotismo
tristeza;nepotismo
positivo;nervio
anticipacion;nervioso
miedo;nervioso
negativo;nervioso
miedo;nerviosismo
confianza;nido
positivo;hacerse un nido
confianza;hacerse un nido
enfado;inferior
miedo;inferior
negativo;inferior
tristeza;inferior
enfado;ortiga
desagrado;ortiga
negativo;ortiga
anticipacion;red
miedo;neuralgia
negativo;neuralgia
tristeza;neuralgia
miedo;neurosis
negativo;neurosis
tristeza;neurosis
desagrado;neurótico
miedo;neurótico
negativo;neurótico
anticipacion;neutral
confianza;neutral
confianza;neutralidad
miedo;recién llegado
sorpresa;recién llegado
desagrado;nicotina
negativo;nicotina
negativo;negro
miedo;pesadilla
negativo;pesadilla
negativo;nihilismo
anticipacion;nobleza
positivo;nobleza
confianza;nobleza
positivo;noble
confianza;noble
positivo;noble
confianza;noble
negativo;ruido
enfado;ruidoso
negativo;ruidoso
positivo;nominación
enfado;incumplimiento
anticipacion;incumplimiento
miedo;incumplimiento
negativo;incumplimiento
tristeza;incumplimiento
negativo;disparates
negativo;absurdo
tristeza;absurdo
negativo;lazo
tristeza;lazo
positivo;normalidad
desagrado;nariz
alegria;Incapaz
positivo;Incapaz
confianza;Incapaz
positivo;notables
confianza;notario
positivo;célebre
negativo;nada
tristeza;nada
anticipacion;notificación
positivo;noción
enfado;notoriedad
desagrado;notoriedad
miedo;notoriedad
negativo;notoriedad
positivo;notoriedad
positivo;alimento
desagrado;nocivo
miedo;nocivo
negativo;nocivo
enfado;molestia
negativo;molestia
negativo;nul
negativo;anular
sorpresa;anular
negativo;entumecido
positivo;números
negativo;entumecimiento
tristeza;entumecimiento
negativo;monja
confianza;monja
positivo;enfermera
confianza;enfermera
alegria;guardería
positivo;guardería
confianza;guardería
enfado;nutrir
anticipacion;nutrir
desagrado;nutrir
miedo;nutrir
alegria;nutrir
positivo;nutrir
confianza;nutrir
positivo;nutritivo
tristeza;nutritivo
negativo;zoquete
positivo;roble
anticipacion;oasis
alegria;oasis
positivo;oasis
confianza;oasis
positivo;juramento
confianza;juramento
positivo;obediencia
confianza;obediencia
desagrado;obeso
negativo;obeso
desagrado;obesidad
negativo;obesidad
tristeza;obesidad
miedo;obedecer
confianza;obedecer
desagrado;obi
miedo;obi
negativo;obi
negativo;obituar
tristeza;obituar
sorpresa;obituar
negativo;obituario
tristeza;obituario
enfado;objeción
negativo;objeción
negativo;objetable
anticipacion;objetivo
positivo;objetivo
confianza;objetivo
negativo;obligar
confianza;obligar
enfado;servicial
anticipacion;servicial
desagrado;servicial
miedo;servicial
alegria;servicial
positivo;servicial
sorpresa;servicial
confianza;servicial
miedo;deudor
negativo;deudor
enfado;obliterar
miedo;obliterar
negativo;obliterar
tristeza;obliterar
enfado;borrado
miedo;borrado
negativo;borrado
miedo;obliteración
negativo;obliteración
tristeza;obliteración
enfado;olvido
miedo;olvido
negativo;olvido
enfado;desagradable
desagrado;desagradable
negativo;desagradable
tristeza;desagradable
desagrado;obsceno
negativo;obsceno
enfado;obscenidad
desagrado;obscenidad
negativo;obscenidad
negativo;oscuridad
positivo;observante
enfado;obstáculo
miedo;obstáculo
negativo;obstáculo
tristeza;obstáculo
confianza;obstetra
negativo;obstinado
enfado;obstruir
miedo;obstruir
negativo;obstruir
negativo;obstrucción
enfado;obstructivo
negativo;obstructivo
alegria;asequible
positivo;asequible
negativo;obtuso
positivo;obvio
confianza;obvio
sorpresa;ocasional
desagrado;oculto
miedo;oculto
negativo;oculto
positivo;ocupante
confianza;ocupante
positivo;ocupación
positivo;ocupar
desagrado;pulpo
desagrado;rareza
negativo;rareza
tristeza;rareza
sorpresa;rareza
enfado;odioso
desagrado;odioso
miedo;odioso
negativo;odioso
negativo;olor
enfado;ofender
desagrado;ofender
negativo;ofender
enfado;ofendido
negativo;ofendido
tristeza;ofendido
enfado;delincuente
desagrado;delincuente
miedo;delincuente
negativo;delincuente
tristeza;delincuente
enfado;ofensa
desagrado;ofensa
miedo;ofensa
negativo;ofensa
tristeza;ofensa
enfado;ofensiva
desagrado;ofensiva
negativo;ofensiva
positivo;oferta
confianza;ofrecimiento
negativo;de improviso
positivo;oficial
confianza;oficial
confianza;oficial
negativo;lontananza
anticipacion;compensar
positivo;compensar
positivo;vástago
desagrado;ogro
miedo;ogro
negativo;ogro
tristeza;mayor
anticipacion;olfativo
negativo;olfativo
negativo;oligarquía
anticipacion;presagio
miedo;presagio
negativo;presagio
anticipacion;ominoso
miedo;ominoso
negativo;ominoso
negativo;omitir
miedo;omnipotencia
negativo;omnipotencia
positivo;omnipotencia
positivo;omnisciente
confianza;omnisciente
enfado;oneroso
negativo;oneroso
tristeza;oneroso
anticipacion;en marcha
anticipacion;comienzo
negativo;carga
desagrado;rezumar
negativo;rezumar
negativo;opaco
positivo;franqueza
enfado;ópera
anticipacion;ópera
miedo;ópera
alegria;ópera
positivo;ópera
tristeza;ópera
sorpresa;ópera
confianza;ópera
negativo;operístico
miedo;operación
confianza;operación
negativo;opiáceo
enfado;dogmático
negativo;dogmático
enfado;opio
desagrado;opio
miedo;opio
negativo;opio
